ProjectID|ProjectName|CoAgWith|Research|ProgramID|TechnicalCoordinator
NCD-RTI|Data and Strategic Information Generation and Mapping for Road Traffic Injury Prevention and Control|MOPH|N|7|Siriporn/Anchala
