CoAgYear|ProjectID|SubprojectID|AmendNo|AmendRefNo|AmendDate|CashOnHand|Carryover|New|Gain|_datecreated|_usercreated|_dateupdated|_userupdated
1|CEI-NR|-|0|||0.00|0.00|1360000.00|0.00||||
1|CEI-NR|-|1|Exchange gains|20170712|0.00|0.00|1360000.00|38063.67|20170911|cei2|20170911|cei2
2|CEI-NR|-|0|||799163.67|0.00|1360000.00|0.00||||
