CoAgYear|ProjectID|SubprojectID|ProjectCoordinator
2|PrEP2START-SL|BATS|
2|PrEP2START-SL|BR|
2|PrEP2START-SL|CARE|
2|PrEP2START-SL|KK|
2|PrEP2START-SL|PK|
2|PrEP2START-SL|UD|
