ProjectID|ProjectName|CoAgWith|Research|ProgramID|TechnicalCoordinator
PrEP2START-SL|Starting Pre-Exposure Prophylaxis and immediate ART to reduce HIV transmission among MSM/TG in Thailand|MOPH|N|1|
