ProjectID|ProjectName|CoAgWith|Research|ProgramID|TechnicalCoordinator
HSRP-YMSM|Cohort study of HIV, STI and preventive interventions among young men who have sex with men (YMSM) in Thailand: The Young MSM Cohort Study|MOPH|R|5|
