ProjectID|ProjectName|CoAgWith|Research|ProgramID|TechnicalCoordinator
PrEP2START-SU|Starting Pre-Exposure Prophylaxis and immediate ART to reduce HIV transmission among MSM/TG in Thailand - Scaling up evidence-based pre-exposure prophylaxis as a comprehensive HIV intervention model (SU)|MOPH|N|1|
