ProjectID|ProjectName|CoAgWith|Research|ProgramID|TechnicalCoordinator
PrEP2START-LAB|Starting Pre-Exposure Prophylaxis and immediate ART to reduce HIV transmission among MSM/TG in Thailand - LAB|MOPH|N|1|
