CoAgYear|ProjectID|SubprojectID|AmendNo|AmendRefNo|AmendDate|CashOnHand|Carryover|New|Gain|_datecreated|_usercreated|_dateupdated|_userupdated
2|YMSM-Cascade|BATS|0|||82400.00|86225.76|752660.00|0.00||||
