CoAgYear|ProjectID|SubprojectID|AmendNo|AmendRefNo|AmendDate|CashOnHand|Carryover|New|Gain|_datecreated|_usercreated|_dateupdated|_userupdated
2|YMSM-Cascade|SRR|0|||322131.92|10768.08|1848340.00|0.00||||
